file,m,j,d,p,i,rpfguan_solution,rpfguan_optimal,rpfguan_time,rpfguangap,rpfguanbuild_time,rpfguan_solution_time,tbasedw_solution,tbasedw_optimal,tbasedw_time,tbasedwgap,tbasedwbuild_time,tbasedw_solution_time
m25j25d15p05_7.csv.out,25,25,15,05,7,8,0,1800.4499998092651,0.4999999999937509,0.09200000762939453,1800.3579998,8,1,14.944000005722046,0.0,5.105999946594238,9.83800005913
m25j25d15p05_8.csv.out,25,25,15,05,8,5,1,96.38899993896484,0.0,0.09799981117248535,96.2910001278,5,1,12.92199993133545,0.0,5.94599986076355,6.97600007057
m25j25d15p05_9.csv.out,25,25,15,05,9,9,0,1800.4539999961853,0.33333333332963044,0.09400010108947754,1800.3599999,9,1,12.275000095367432,0.0,5.276000022888184,6.99900007248
m25j25d15p10_0.csv.out,25,25,15,10,0,11,1,529.4050002098083,0.0,0.10100007057189941,529.304000139,11,1,78.41400003433228,0.0,11.845999956130981,66.5680000782
m25j25d15p10_1.csv.out,25,25,15,10,1,14,1,1044.2409999370575,0.0,0.09299993515014648,1044.148,14,1,61.3970000743866,0.0,17.85199999809265,43.5450000763
m25j25d15p10_2.csv.out,25,25,15,10,2,12,0,1800.3960001468658,0.16666666666527954,0.09200000762939453,1800.30400014,12,1,70.2590000629425,0.0,20.272000074386597,49.9869999886
m25j25d15p10_3.csv.out,25,25,15,10,3,13,1,114.57300019264221,0.0,0.10100007057189941,114.472000122,13,1,65.03999996185303,0.0,20.585000038146973,44.4549999237
m25j25d15p10_4.csv.out,25,25,15,10,4,12,0,1800.398999929428,0.16666666666527793,0.09800004959106445,1800.30099988,12,1,149.85899996757507,0.0,19.372999906539917,130.486000061
m25j25d15p10_5.csv.out,25,25,15,10,5,13,0,1800.4430000782013,0.3069743589719962,0.09500002861022949,1800.34800005,13,1,536.4470000267029,0.0,17.710999965667725,518.736000061
m25j25d15p10_6.csv.out,25,25,15,10,6,12,1,99.03499984741211,0.0,0.1099998950958252,98.9249999523,12,1,1283.510999917984,0.0,20.078999996185303,1263.43199992
m25j25d15p10_7.csv.out,25,25,15,10,7,14,1,162.73399996757507,0.0,0.1119999885559082,162.621999979,14,1,50.05299997329712,0.0,21.075999975204468,28.9769999981
m25j25d15p10_8.csv.out,25,25,15,10,8,14,1,19.756999969482422,0.0,0.10100007057189941,19.6559998989,14,1,60.52199983596802,0.0,21.06499981880188,39.4570000172
m25j25d15p10_9.csv.out,25,25,15,10,9,14,1,1257.1879999637604,0.0,0.09599995613098145,1257.09200001,14,1,98.62399983406067,0.0,20.319999933242798,78.3039999008
m25j25d15p20_0.csv.out,25,25,15,20,0,16,1,13.198999881744385,0.0,0.05799984931945801,13.1410000324,16,1,751.0460000038147,0.0,45.263999938964844,705.782000065
m25j25d15p20_1.csv.out,25,25,15,20,1,16,1,12.79099988937378,0.0,0.06599998474121094,12.7249999046,16,1,545.3729999065399,0.0,52.9210000038147,492.451999903
m25j25d15p20_2.csv.out,25,25,15,20,2,19,1,5.276000022888184,0.0,0.06400012969970703,5.21199989319,19,1,226.37600016593933,0.0,57.38100004196167,168.995000124
m25j25d15p20_3.csv.out,25,25,15,20,3,14,1,17.177000045776367,0.0,0.06500005722045898,17.1119999886,14,1,180.30599999427795,0.0,45.18499994277954,135.121000051
m25j25d15p20_4.csv.out,25,25,15,20,4,15,1,31.048999786376953,0.0,0.06199979782104492,30.9869999886,15,1,287.3269999027252,0.0,64.98199987411499,222.345000029
m25j25d15p20_5.csv.out,25,25,15,20,5,17,0,1800.1340000629425,0.05882352941141953,0.06400012969970703,1800.06999993,17,0,1859.2610001564026,0.09239284548495967,55.26600003242493,1803.99500012
m25j25d15p20_6.csv.out,25,25,15,20,6,16,0,1800.8010001182556,0.233622592293885,0.06299996376037598,1800.73800015,16,1,306.0750000476837,0.0,44.84299993515015,261.232000113
m25j25d15p20_7.csv.out,25,25,15,20,7,14,1,800.0729999542236,0.0,0.06100010871887207,800.011999846,14,0,1846.1289999485016,0.10394009435313817,42.931999921798706,1803.19700003
m25j25d15p20_8.csv.out,25,25,15,20,8,15,1,479.19400000572205,0.0,0.05900001525878906,479.13499999,15,1,206.33899998664856,0.0,60.97500014305115,145.363999844
m25j25d15p20_9.csv.out,25,25,15,20,9,17,1,7.306999921798706,0.0,0.05800008773803711,7.24899983406,17,1,123.89100003242493,0.0,44.89100003242493,79.0
m25j25d15p40_0.csv.out,25,25,15,40,0,19,0,1803.861999988556,0.15131578947288837,1.3980000019073486,1802.46399999,19,0,2277.7799999713898,0.07127192982418618,174.96000003814697,2102.81999993
m25j25d15p40_1.csv.out,25,25,15,40,1,17,1,18.651000022888184,0.0,0.20600008964538574,18.4449999332,18,0,2155.2730000019073,0.06712962962925643,331.8949999809265,1823.37800002
m25j25d15p40_2.csv.out,25,25,15,40,2,18,0,1800.5789999961853,0.11111111111049433,0.26400017738342285,1800.31499982,24,0,2271.531000137329,0.2604938271594085,337.84500002861023,1933.68600011
m25j25d15p40_3.csv.out,25,25,15,40,3,17,1,356.75099992752075,0.0,0.2560000419616699,356.494999886,23,0,2160.1989998817444,0.2727272727260867,284.34999990463257,1875.84899998
m25j25d15p40_4.csv.out,25,25,15,40,4,17,1,137.30399990081787,0.0,0.37999987602233887,136.924000025,17,1,1075.3959999084473,0.0,200.04800009727478,875.347999811
m25j25d15p40_5.csv.out,25,25,15,40,5,17,1,78.64800000190735,0.0,0.2090001106262207,78.4389998913,17,1,1223.9240000247955,0.0,212.78900003433228,1011.13499999
m25j25d15p40_6.csv.out,25,25,15,40,6,18,1,38.8529999256134,0.0,0.693000078201294,38.1599998474,19,0,2165.0810000896454,0.09986504723294308,296.63499999046326,1868.4460001
m25j25d15p40_7.csv.out,25,25,15,40,7,20,1,11.444999933242798,0.0,0.25,11.1949999332,20,1,1856.3629999160767,0.0,271.62999987602234,1584.73300004
m25j25d15p40_8.csv.out,25,25,15,40,8,19,0,1800.625,0.10526315789418339,0.25999999046325684,1800.36500001,19,0,2072.265000104904,0.06879699248084073,253.49100017547607,1818.77399993
m25j25d15p40_9.csv.out,25,25,15,40,9,20,1,411.95300006866455,0.0,0.18599987030029297,411.767000198,23,0,2305.680999994278,0.17632850241469145,349.50499987602234,1956.17600012
m25j25d25p05_0.csv.out,25,25,25,05,0,4,1,132.42799997329712,0.0,0.09100008010864258,132.336999893,4,1,14.430999994277954,0.0,5.447999954223633,8.98300004005
m25j25d25p05_1.csv.out,25,25,25,05,1,4,1,19.203999996185303,0.0,0.09200000762939453,19.1119999886,4,1,21.014999866485596,0.0,5.35099983215332,15.6640000343
m25j25d25p05_2.csv.out,25,25,25,05,2,5,0,1800.4189999103546,0.39999999999200025,0.09399986267089844,1800.32500005,5,1,15.22000002861023,0.0,7.552000045776367,7.66799998283
m25j25d25p05_3.csv.out,25,25,25,05,3,6,1,19.954999923706055,0.0,0.1269998550415039,19.8280000687,6,1,13.378000020980835,0.0,7.013000011444092,6.36500000954
m25j25d25p05_4.csv.out,25,25,25,05,4,6,1,12.58299994468689,0.0,0.12100005149841309,12.4619998932,6,1,29.110999822616577,0.0,9.026999950408936,20.0839998722
m25j25d25p05_5.csv.out,25,25,25,05,5,7,0,1800.460000038147,0.2857142857102041,0.11899995803833008,1800.34100008,7,1,20.603999853134155,0.0,6.374000072479248,14.2299997807
m25j25d25p05_6.csv.out,25,25,25,05,6,6,0,1800.3359999656677,0.33333333332777787,0.09400010108947754,1800.24199986,6,1,11.043999910354614,0.0,5.781000137329102,5.26299977303
m25j25d25p05_7.csv.out,25,25,25,05,7,5,1,596.5190000534058,0.0,0.09299993515014648,596.426000118,5,1,11.413000106811523,0.0,4.809000015258789,6.60400009155
m25j25d25p05_8.csv.out,25,25,25,05,8,7,0,1800.4990000724792,0.4285714285653064,0.09100008010864258,1800.40799999,6,1,14.062000036239624,0.0,5.642999887466431,8.41900014877
m25j25d25p05_9.csv.out,25,25,25,05,9,3,0,1800.5069999694824,0.6666666666444444,0.09100008010864258,1800.41599989,3,1,779.6519999504089,0.0,4.2829999923706055,775.368999958
m25j25d25p10_0.csv.out,25,25,25,10,0,9,0,1800.367999792099,0.22222222221975338,0.09499979019165039,1800.273,9,1,80.06299996376038,0.0,18.42899990081787,61.6340000629
m25j25d25p10_1.csv.out,25,25,25,10,1,9,1,1060.8099999427795,0.0,0.09100008010864258,1060.71899986,9,1,43.72000002861023,0.0,17.486999988555908,26.2330000401
m25j25d25p10_2.csv.out,25,25,25,10,2,9,1,1344.6080000400543,0.0,0.09400010108947754,1344.51399994,9,1,179.61100006103516,0.0,16.736999988555908,162.874000072
m25j25d25p10_3.csv.out,25,25,25,10,3,8,0,1800.4100000858307,0.24999999999687966,0.09300017356872559,1800.31699991,8,1,379.82100009918213,0.0,20.610000133514404,359.210999966
m25j25d25p10_4.csv.out,25,25,25,10,4,11,0,1800.483999967575,0.4089171974485119,0.12100005149841309,1800.36299992,11,1,81.0569999217987,0.0,20.179999828338623,60.8770000935
m25j25d25p10_5.csv.out,25,25,25,10,5,9,0,1800.3539998531342,0.22222222221975477,0.1940000057220459,1800.15999985,9,1,437.7330000400543,0.0,48.15300011634827,389.579999924
m25j25d25p10_6.csv.out,25,25,25,10,6,13,0,1800.7460000514984,0.4615384615349132,0.17500019073486328,1800.57099986,13,1,88.81500005722046,0.0,32.78600001335144,56.0290000439
m25j25d25p10_7.csv.out,25,25,25,10,7,11,0,1800.6460001468658,0.36363636363305857,0.17500019073486328,1800.47099996,11,1,92.3030002117157,0.0,40.532999992370605,51.7700002193
m25j25d25p10_8.csv.out,25,25,25,10,8,9,0,1801.2249999046326,0.2222222222197446,0.18400001525878906,1801.04099989,9,1,66.73700022697449,0.0,32.23700022697449,34.5
m25j25d25p10_9.csv.out,25,25,25,10,9,11,0,1800.6329998970032,0.2727272727247947,0.17400002479553223,1800.45899987,11,1,327.1080000400543,0.0,32.95900011062622,294.148999929
m25j25d25p20_0.csv.out,25,25,25,20,0,16,1,106.1579999923706,0.0,0.05800008773803711,106.099999905,16,1,175.24399995803833,0.0,57.883999824523926,117.360000134
m25j25d25p20_1.csv.out,25,25,25,20,1,15,1,10.410000085830688,0.0,0.05800008773803711,10.3519999981,15,1,194.0130000114441,0.0,65.96799993515015,128.045000076
m25j25d25p20_2.csv.out,25,25,25,20,2,14,1,40.18600010871887,0.0,0.05800008773803711,40.128000021,14,1,138.74300003051758,0.0,37.23799991607666,101.505000114
m25j25d25p20_3.csv.out,25,25,25,20,3,15,1,98.81900000572205,0.0,0.05900001525878906,98.7599999905,15,1,904.0879998207092,0.0,46.38599991798401,857.701999903
m25j25d25p20_4.csv.out,25,25,25,20,4,15,0,1803.9049999713898,0.13333333333244693,0.05799984931945801,1803.84700012,15,0,1848.5729999542236,0.07255499458433885,45.29200005531311,1803.2809999
m25j25d25p20_5.csv.out,25,25,25,20,5,14,0,1800.4519999027252,0.14285714285612358,0.05900001525878906,1800.39299989,15,0,1854.6840000152588,0.13597178821235123,50.812000036239624,1803.87199998
m25j25d25p20_6.csv.out,25,25,25,20,6,14,1,31.038999795913696,0.0,0.059999942779541016,30.9789998531,14,1,262.3289999961853,0.0,44.09099984169006,218.238000154
m25j25d25p20_7.csv.out,25,25,25,20,7,9,1,262.97900009155273,0.0,0.05800008773803711,262.921000004,9,1,166.55800008773804,0.0,45.117000102996826,121.440999985
m25j25d25p20_8.csv.out,25,25,25,20,8,13,1,1498.0479998588562,0.0,0.05800008773803711,1497.98999977,13,1,125.1819999217987,0.0,37.01900005340576,88.1629998684
m25j25d25p20_9.csv.out,25,25,25,20,9,14,1,4.378000020980835,0.0,0.05900001525878906,4.31900000572,14,1,253.9229998588562,0.0,42.194000005722046,211.728999853
m25j25d25p40_0.csv.out,25,25,25,40,0,15,1,21.60800004005432,0.0,0.26200008392333984,21.3459999561,15,1,1842.6549999713898,0.0,261.268000125885,1581.38699985
m25j25d25p40_1.csv.out,25,25,25,40,1,17,0,1801.324000120163,0.11764705882283759,0.23099994659423828,1801.09300017,17,1,1101.1470000743866,0.0,223.8949999809265,877.252000093
m25j25d25p40_2.csv.out,25,25,25,40,2,16,1,22.483999967575073,0.0,0.26399993896484375,22.2200000286,16,1,1406.4189999103546,0.0,235.33899998664856,1171.07999992
m25j25d25p40_3.csv.out,25,25,25,40,3,16,1,46.01100015640259,0.0,0.31799983978271484,45.6930003166,16,1,1621.9190001487732,0.0,248.63300013542175,1373.28600001
m25j25d25p40_4.csv.out,25,25,25,40,4,15,1,280.22000002861023,0.0,0.28799986839294434,279.93200016,15,0,2058.6879999637604,0.07933501144762721,238.09699988365173,1820.59100008
m25j25d25p40_5.csv.out,25,25,25,40,5,18,1,1.878000020980835,0.0,0.24099993705749512,1.63700008392,18,1,2071.0250000953674,0.0,289.3110001087189,1781.71399999
m25j25d25p40_6.csv.out,25,25,25,40,6,19,1,43.69800019264221,0.0,0.33299994468688965,43.365000248,19,1,1863.039999961853,0.0,279.7880001068115,1583.25199986
m25j25d25p40_7.csv.out,25,25,25,40,7,16,0,1800.4179999828339,0.062499999999610825,0.29399991035461426,1800.12400007,16,0,2084.6070001125336,0.08413461538408937,247.91300010681152,1836.69400001
m25j25d25p40_8.csv.out,25,25,25,40,8,14,1,79.44999980926514,0.0,0.28299999237060547,79.1669998169,14,1,1899.3330001831055,0.0,255.84400010108948,1643.48900008
m25j25d25p40_9.csv.out,25,25,25,40,9,18,1,878.0460000038147,0.0,0.21900010108947754,877.826999903,24,0,2342.5169999599457,0.2867063492051547,321.5930001735687,2020.92399979
